iter	Logloss
464	0.3183724907
465	0.3181915498
466	0.3180775803
467	0.3179464019
468	0.3178770515
469	0.3177853059
470	0.3175632605
471	0.3174664572
472	0.3171590741
473	0.3170856304
474	0.3169262918
475	0.3168225449
476	0.316530592
477	0.3163445291
478	0.3161591519
479	0.3160611699
480	0.3157828685
481	0.3156904156
482	0.3156149361
483	0.3153894189
484	0.31530691
485	0.3150118281
486	0.3148408097
487	0.3146593544
488	0.3144592328
489	0.3143608865
490	0.3141935541
491	0.3140325225
492	0.3140290721
493	0.3138147847
494	0.3137192887
495	0.3136223782
496	0.3133118876
497	0.3131435266
498	0.3130485449
499	0.3129121588
500	0.3128170056
501	0.3126133694
502	0.3125489053
503	0.31239426
504	0.3122489158
505	0.3119934382
506	0.3119038571
507	0.3118405074
508	0.3117500905
509	0.3116431076
510	0.3115810009
511	0.3114810686
512	0.3112701887
513	0.3111423107
514	0.3109909229
515	0.3108139467
516	0.3106016738
517	0.3104438139
518	0.3103331877
519	0.3102034237
520	0.3100817391
521	0.3099138067
522	0.309757747
523	0.3097074702
524	0.3095890002
525	0.3095782634
526	0.309407052
527	0.3092441559
528	0.3090566999
529	0.3090173314
530	0.3089353583
531	0.3086434482
532	0.3084454483
533	0.3083118053
534	0.3081998075
535	0.3081890063
536	0.3080182879
537	0.3077955782
538	0.3077128121
539	0.3074212021
540	0.3074101652
541	0.3072335533
542	0.3071893628
543	0.3069781186
544	0.3069604595
545	0.306778447
546	0.3064703566
547	0.3063441073
548	0.3062434893
549	0.3062083855
550	0.3059978699
551	0.3059306627
552	0.3058351881
553	0.305732127
554	0.3056794927
555	0.30556128
556	0.3054377524
557	0.3051598795
558	0.3050333945
559	0.304949514
560	0.3048834211
561	0.3046781561
562	0.3045012871
563	0.3043211176
564	0.3041179528
565	0.3040230997
566	0.3039407623
567	0.3038631825
568	0.3036585176
569	0.3035548992
570	0.3034229493
571	0.3033973822
572	0.3033357042
573	0.3031620497
574	0.3029422546
575	0.3027096009
576	0.3024927632
577	0.3022902199
578	0.3020058107
579	0.3018737107
580	0.3017464541
581	0.3016065105
582	0.3015340741
583	0.3013951162
584	0.3012553869
585	0.3011305091
586	0.3009819931
587	0.3009253941
588	0.3007725276
589	0.3006297337
590	0.300510878
591	0.3002465923
592	0.300002816
593	0.29989384
594	0.2998193891
595	0.2996735734
596	0.299634462
597	0.2994611504
598	0.2992955754
599	0.2992304041
600	0.2990339901
601	0.2988159737
602	0.2986606855
603	0.298572326
604	0.298519606
605	0.2983183486
606	0.2982131229
607	0.2981066329
608	0.2980445905
609	0.2979994999
610	0.2977804548
611	0.2975364857
612	0.2975297992
613	0.2974495191
614	0.2972740645
615	0.297265985
616	0.2970620273
617	0.2969919698
618	0.2968308309
619	0.2966127717
620	0.2964126287
621	0.2962149716
622	0.2960324448
623	0.296002163
624	0.2958520611
625	0.2956507822
626	0.2955073667
627	0.2953980907
628	0.2952231075
629	0.2950721055
630	0.2950422308
631	0.2948575181
632	0.2947722231
633	0.2946773272
634	0.2945862031
635	0.2944436234
636	0.2942208279
637	0.2941300467
638	0.2940252926
639	0.2937631929
640	0.2936154698
641	0.2934324715
642	0.2932986785
643	0.2931963888
644	0.293081005
645	0.2929156014
646	0.2927279526
647	0.2926909843
648	0.2924380142
649	0.2923472972
650	0.2921805221
651	0.2920333348
652	0.2918995204
653	0.2917496328
654	0.2916204474
655	0.2915481825
656	0.2914074458
657	0.2910228258
658	0.2909438315
659	0.2907294156
660	0.2906028662
661	0.2904273258
662	0.2902003299
663	0.2901463026
664	0.2899945506
665	0.2899111201
666	0.289740016
667	0.2896917322
668	0.289507448
669	0.2893891067
670	0.2891525311
671	0.2891512239
672	0.2890590496
673	0.2887937567
674	0.2887313286
675	0.2883131477
676	0.288145944
677	0.2878681569
678	0.2877147546
679	0.2875108183
680	0.2873072249
681	0.2870912659
682	0.2869068103
683	0.2868002774
684	0.2867359633
685	0.2866645342
686	0.2866305448
687	0.2864801
688	0.2863523933
689	0.2862771924
690	0.2861731883
691	0.2860706415
692	0.2859843822
693	0.2857451707
694	0.2856714913
695	0.2856095775
696	0.2854434453
697	0.285194547
698	0.2847969827
699	0.2845499917
700	0.2843246889
701	0.2842303715
702	0.2841566707
703	0.2840183772
704	0.2838979571
705	0.2837297461
706	0.2834940278
707	0.28336885
708	0.2832608384
709	0.2830528731
710	0.2829521694
711	0.2828087539
712	0.2826380569
713	0.2825307096
714	0.2825303453
715	0.2824720747
716	0.2823802862
717	0.282290598
718	0.282130895
719	0.2819836006
720	0.2819061708
721	0.2817384527
722	0.2815387597
723	0.2814884829
724	0.281268302
725	0.2811416026
726	0.2809043627
727	0.2808706305
728	0.2805438738
729	0.2804608077
730	0.2803905358
731	0.280145838
732	0.2800170384
733	0.2798586213
734	0.2797571675
735	0.2794727368
736	0.2793270925
737	0.279170047
738	0.2790248099
739	0.2789509805
740	0.278809151
741	0.2785802263
742	0.2784437758
743	0.2782899235
744	0.2782406753
745	0.2782022069
746	0.2780241806
747	0.2778638775
748	0.2776103502
749	0.2774954807
750	0.2772715065
751	0.2770365169
752	0.2770291875
753	0.276981911
754	0.2767852183
755	0.2766758351
756	0.2765937119
757	0.2765458782
758	0.2763207682
759	0.2761899541
760	0.276016514
761	0.2758482387
762	0.2756039266
763	0.2754793917
764	0.2754176493
765	0.2753745733
766	0.2753051158
767	0.2752454951
768	0.2751564283
769	0.2748733478
770	0.2746026114
771	0.2745484341
772	0.2743697649
773	0.2742052828
774	0.2740363646
775	0.2738611457
776	0.2737563487
777	0.273655645
778	0.2734417005
779	0.273276897
780	0.2731534551
781	0.2730552159
782	0.2727654061
783	0.2725408318
784	0.2722981485
785	0.272202481
786	0.2721207437
787	0.2719363523
788	0.2718005234
789	0.271675067
790	0.2715876504
791	0.2715154069
792	0.2712740952
793	0.2711709269
794	0.2709737628
795	0.2707542248
796	0.2705390802
797	0.2704862102
798	0.2701747766
799	0.2699948643
800	0.2698092086
801	0.2697050116
802	0.2694986322
803	0.2693978642
804	0.269315741
805	0.2691969496
806	0.2689373788
807	0.2688263025
808	0.2686783437
809	0.2684824654
810	0.2683394786
811	0.2682003493
812	0.2681056248
813	0.267910518
814	0.2677859831
815	0.2676932088
816	0.2675892691
817	0.2674847078
818	0.2673000593
819	0.2671042453
820	0.2670279514
821	0.2669399562
822	0.2668814498
823	0.2666796352
824	0.2665798316
825	0.2665439563
826	0.2664736416
827	0.2661575146
828	0.2661413128
829	0.266063283
830	0.2658682834
831	0.2657764735
832	0.2655302755
833	0.2654855492
834	0.2652836275
835	0.2652234924
836	0.2650540384
837	0.264866111
838	0.2647821234
839	0.2646515235
840	0.2644973926
841	0.2643939243
842	0.2642656819
843	0.264160542
844	0.2640030036
845	0.2639122438
846	0.2637879018
847	0.2637275524
848	0.2635638633
849	0.2635085288
850	0.2634552088
851	0.2632546586
852	0.2630893193
853	0.2628449429
854	0.2627946018
855	0.2626518935
856	0.2625555831
857	0.2623873721
858	0.2623372882
859	0.2621183503
860	0.2619859503
861	0.2619449315
862	0.2618619512
863	0.2618013232
864	0.2615452884
865	0.2614813815
866	0.261386807
867	0.2613176496
868	0.2612180388
869	0.2609746269
870	0.2609154562
871	0.2608420126
872	0.2606168597
873	0.2604106089
874	0.2601429157
875	0.2600135589
876	0.2598913386
877	0.2598319322
878	0.2596107226
879	0.2594666213
880	0.2592269383
881	0.2591566022
882	0.2590772436
883	0.2589062037
884	0.2588810224
885	0.2588545553
886	0.2585913412
887	0.2584247375
888	0.2583023886
889	0.2580832792
890	0.2578897369
891	0.2577933837
892	0.2575696024
893	0.2573736384
894	0.2572663982
895	0.2570775707
896	0.2569883968
897	0.2566744129
898	0.2565975189
899	0.2564115631
900	0.256315317
901	0.2561661367
902	0.2560446664
903	0.2559107234
904	0.2558676688
905	0.2556691759
906	0.2555058083
907	0.2553810162
908	0.255266211
909	0.2552090977
910	0.2550696469
911	0.2548462943
912	0.2546195555
913	0.2545862305
914	0.2543866875
915	0.2542232556
916	0.254005775
917	0.2538566804
918	0.2536723533
919	0.2536280771
920	0.253531381
921	0.2534174115
922	0.2532732246
923	0.2530682167
924	0.2529398886
925	0.2527750851
926	0.2526574724
927	0.2523587045
928	0.2521895505
929	0.2521033341
930	0.2520226468
931	0.2518388984
932	0.251744131
933	0.2514948041
934	0.251281824
935	0.2511069266
936	0.2509363367
937	0.2508349687
938	0.2506777517
939	0.2504970465
940	0.2504219098
941	0.2502925101
942	0.2501402437
943	0.2500983892
944	0.2498703003
945	0.2497237773
946	0.2494972958
947	0.2494146154
948	0.2492102291
949	0.2491092468
950	0.2490133007
951	0.2488239588
952	0.2485762178
953	0.2485245265
954	0.248395234
955	0.2480634839
956	0.2477443566
957	0.2476333232
958	0.2475411061
959	0.2472451028
960	0.2470244933
961	0.2469190105
962	0.2468311438
963	0.2467003726
964	0.2465271253
965	0.2464589965
966	0.2462472594
967	0.2461484416
968	0.2459225172
969	0.2457884671
970	0.2456257424
971	0.2453682074
972	0.2452355288
973	0.2450587455
974	0.2449329033
975	0.2447610491
976	0.2447157871
977	0.2445169727
978	0.2444848907
979	0.2444371856
980	0.2443290453
981	0.2442101896
982	0.244045429
983	0.244000617
984	0.2438337776
985	0.2436938339
986	0.24355179
987	0.2434650378
988	0.243345775
989	0.2431374025
990	0.2429230508
991	0.2428316266
992	0.2426531288
993	0.2425295155
994	0.2424089239
995	0.2423351588
996	0.242220525
997	0.2420685586
998	0.2419935934
999	0.2419047409
